featIdx,bin,cosNum_f32,cosNum_f64,cosNum_abs_residual,cosDen_f32,cosDen_f64,cosDen_abs_residual,gain_f32,gain_f64,gain_abs_residual
0,0,230.5418701,230.541876429454,6.312267e-06,219.7849884,219.785000848146,1.244483e-05,15.55072975,15.550730617943,8.663561e-07
0,1,232.0210724,232.021086650032,1.426234e-05,219.8841553,219.884156628397,1.354959e-06,15.64697742,15.6469785558592,1.131238e-06
0,2,233.7162476,233.716255676227,8.117634e-06,220.657196,220.657183995221,1.204970e-05,15.73366356,15.7336644656466,9.066867e-07
0,3,235.6348877,235.634911171481,2.347617e-05,222.3255463,222.325539592096,6.672552e-06,15.803195,15.8031971287296,2.129035e-06
0,4,237.2972107,237.297225815889,1.512253e-05,223.9758301,223.975831208672,1.130547e-06,15.85594177,15.8559432410735,1.468613e-06
0,5,237.9653168,237.965351914997,3.514254e-05,224.8918457,224.891823648632,2.205449e-05,15.86816883,15.8681718327887,3.001917e-06
0,6,239.1692352,239.169254516345,1.928685e-05,226.0388489,226.038858380523,9.503570e-06,15.90793324,15.9079346138717,1.378703e-06
0,7,239.8599701,239.85999303364,2.294087e-05,226.9451141,226.945120695059,6.559316e-06,15.92199039,15.9219916488107,1.254218e-06
0,8,240.5836792,240.5836897587,1.055948e-05,227.8194275,227.819432608205,5.117970e-06,15.9393568,15.9393570180055,2.141114e-07
0,9,241.0788269,241.078815492639,1.141166e-05,228.4837494,228.483761615513,1.222586e-05,15.94892502,15.9489236457858,1.372525e-06
0,10,242.0095978,242.009595288324,2.489996e-06,229.588028,229.588028321566,3.674644e-07,15.97195053,15.9719508910745,3.600686e-07
0,11,242.6306,242.630610029142,1.005356e-05,230.3665924,230.366592976086,5.688591e-07,15.9858532,15.9858539360656,7.408752e-07
0,12,242.8481598,242.848147838104,1.195193e-05,230.7301636,230.730131725017,3.184920e-05,15.98757553,15.9875766084981,1.077492e-06
0,13,243.4645691,243.464569785342,6.935450e-07,231.4781036,231.478083756169,1.988153e-05,16.00224113,16.0022418612376,7.265941e-07
0,14,244.5749054,244.574922977865,1.758236e-05,232.6629028,232.662900719232,2.112800e-06,16.03423882,16.0342391301164,3.148088e-07
0,15,244.6590271,244.659028638299,1.538689e-06,232.8928223,232.892825535223,3.269598e-06,16.03183365,16.0318334397168,2.089648e-07
0,16,244.8266754,244.826676581374,1.166335e-06,233.1732025,233.173204437287,1.922638e-06,16.0331707,16.0331707108797,1.080644e-08
0,17,244.5646362,244.564642167141,5.936673e-06,233.1422119,233.142203245934,8.668129e-06,16.01707458,16.0170754409993,8.560383e-07
