feat,bin,partition,cosNumL,cosDenL,cosNumR,cosDenR,cosNumTotal,cosDenTotal,gain_mlx,picked_by_mlx
0,0,0,10.1604283604771,7.11229985233396,67.8964457841374,67.5206351986164,78.0568741446145,74.6329350509503,13.091013022916,0
0,0,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.091013022916,0
0,1,0,19.9388570506126,16.6157142088438,62.691679546153,62.3394790992645,82.6305365967656,78.9551933081083,13.2743947609314,0
0,1,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.2743947609314,0
0,2,0,28.5050129812444,25.21597302187,58.0157561768926,57.6848678336784,86.520769158137,82.9008408555484,13.4178666830743,0
0,2,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.4178666830743,0
0,3,0,37.3536985556266,34.057783977189,53.3735725903838,53.0644592356132,90.7272711460104,87.1222432128022,13.5730453214096,0
0,3,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.5730453214096,0
0,4,0,45.6872386729754,42.3442699895869,49.2452177446952,48.9561068773096,94.9324564176706,91.3003768668965,13.7280275331252,0
0,4,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.7280275331252,0
0,5,0,51.1291459853742,47.9987901087186,45.8475745971658,45.5741298182563,96.97672058254,93.5729199269749,13.7935930462742,0
0,5,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.7935930462742,0
0,6,0,55.9372513624268,52.9931855012464,42.7368542348914,42.4778429971042,98.6741055973182,95.4710284983506,13.8474000898831,0
0,6,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.8474000898831,0
0,7,0,60.0920751236702,57.3185947333469,39.9107342693033,39.6648775900263,100.002809392973,96.9834723233732,13.8883943776301,0
0,7,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.8883943776301,0
0,8,0,64.8767899780101,62.173590395593,37.1670597610083,36.934765637502,102.043849739018,99.108356033095,13.9585357500538,0
0,8,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.9585357500538,0
0,9,0,66.3356798099383,63.8480918170656,35.2917122940347,35.0674005633523,101.627392103973,98.9154923804179,13.9353007527069,0
0,9,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,13.9353007527069,0
0,10,0,71.7973697372733,69.3497321325936,32.3019515946914,32.0931027697257,104.099321331965,101.442834902319,14.0216420373623,0
0,10,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.0216420373623,0
0,11,0,75.6812303165595,73.316191869167,29.853459208567,29.6570548716685,105.534689525126,102.973246740836,14.0692273711983,0
0,11,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.0692273711983,0
0,12,0,77.7406712639562,75.4981519005729,27.9980163925544,27.8105296756399,105.738687656511,103.308681576213,14.0716526982916,0
0,12,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.0716526982916,0
0,13,0,81.4857836579909,79.3031287385804,25.7200691543785,25.5447050465078,107.205852812369,104.847833785088,14.1210478896182,0
0,13,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1210478896182,0
0,14,0,85.0817587072107,82.9547147395305,23.552312319077,23.3887545946389,108.634071026288,106.343469334169,14.169066249184,0
0,14,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.169066249184,0
0,15,0,86.5732205465974,84.5441606900366,22.0287824580495,21.8729184312237,108.602003004647,106.41707912126,14.1640960523372,0
0,15,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1640960523372,0
0,16,0,88.6466321243598,86.6767069660407,20.5264351024502,20.3787629074685,109.17306722681,107.055469873509,14.1817961819251,0
0,16,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1817961819251,0
0,17,0,91.1407331005655,89.2286897488054,18.8266077858049,18.6885153081584,109.96734088637,107.917205056964,14.2073276438232,0
0,17,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.2073276438232,0
0,18,0,90.4026746547099,88.6065950258084,18.0497631444004,17.9147275099036,108.45243779911,106.521322535712,14.1496058398781,0
0,18,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1496058398781,0
0,19,0,92.3181012423311,90.5762502754946,16.5949037403358,16.4682250858294,108.913004982667,107.044475361324,14.1636030097933,0
0,19,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1636030097933,0
0,20,0,93.2847279443319,91.5988593670247,15.5494020964584,15.4285518210973,108.83413004079,107.027411188122,14.1585817113096,0
0,20,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1585817113096,0
0,21,0,95.379681702837,93.7352044320985,14.1315532224932,14.0193980381877,109.51123492533,107.754602470286,14.1806607279754,0
0,21,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1806607279754,0
0,22,0,97.4617378386057,95.8552256764309,12.7665444448414,12.6630319223157,110.228282283447,108.518257598747,14.204237873819,0
0,22,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.204237873819,0
0,23,0,98.3208064885712,96.7683727019095,11.7556507746279,11.6582282543961,110.076457263199,108.426600956306,14.1967252934412,0
0,23,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1967252934412,0
0,24,0,98.2311095957346,96.7352043734646,11.1104892772222,11.0165978185415,109.341598872957,107.751802192006,14.1686565756411,0
0,24,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.1686565756411,0
0,25,0,101.30776822278,99.8252155170813,9.62825729387563,9.54501587634933,110.936025516656,109.370231393431,14.2239422004364,0
0,25,1,0,0,89.2097129447215,88.6240911967255,89.2097129447215,88.6240911967255,14.2239422004364,0
0,26,0,101.862830704104,100.428142947708,8.79866663818636,8.72080233165373,110.661497342291,109.148945279362,14.2123764241018,0
