featIdx,bin,partition,sumLeft,sumRight,weightLeft,weightRight,mlx_skipped,mlx_termNum,mlx_termDen,cpu_termNum,cpu_termDen,term_num_diff,term_den_diff
0,0,0,9.922439575,194.4249725,7,409,0,101.595650481555,97.9739225073976,101.595650481555,97.9739225073976,-1.421085e-14,0.000000e+00
0,0,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,0,2,-9.536743164e-07,-11.64001656,0,161,1,0,0,0.826158447676678,0.811045793146008,8.261584e-01,8.110458e-01
0,0,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,1,0,17.34786987,186.9995422,13,403,0,104.939407009421,100.776236271007,104.939407009421,100.776236271007,0.000000e+00,0.000000e+00
0,1,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,1,2,1.300192833,-12.94021034,2,159,0,1.37173635282691,1.14973477573985,1.37173635282691,1.14973477573985,0.000000e+00,0.000000e+00
0,1,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,2,0,24.50964355,179.8377686,19,397,0,108.159631459452,103.829738669686,108.159631459452,103.829738669686,0.000000e+00,0.000000e+00
0,2,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,2,2,2.257868767,-13.89788628,4,157,0,1.93547689242462,1.60072128514038,1.93547689242462,1.60072128514038,0.000000e+00,0.000000e+00
0,2,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,3,0,32.35314941,171.9942627,26,390,0,111.366341358903,107.057880349073,111.366341358903,107.057880349073,0.000000e+00,0.000000e+00
0,3,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,3,2,2.666340828,-14.30635834,5,156,0,2.17591626048311,1.81837674819121,2.17591626048311,1.81837674819121,0.000000e+00,0.000000e+00
0,3,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,4,0,39.83119202,164.5162201,33,383,0,114.18820734247,109.97073908525,114.18820734247,109.97073908525,0.000000e+00,0.000000e+00
0,4,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,4,2,2.666340828,-14.30635834,5,156,0,2.17591626048311,1.81837674819121,2.17591626048311,1.81837674819121,0.000000e+00,0.000000e+00
0,4,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,5,0,46.03448486,158.3129272,40,376,0,115.412354117362,111.450547028756,115.412354117362,111.450547028756,0.000000e+00,0.000000e+00
0,5,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,5,2,3.080723763,-14.72074127,6,155,0,2.4260602803872,2.04850546113109,2.4260602803872,2.04850546113109,4.440892e-16,0.000000e+00
0,5,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,6,0,50.81118774,153.5362244,45,371,0,116.817423597416,112.950143556338,116.817423597416,112.950143556338,-1.421085e-14,1.421085e-14
0,6,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,6,2,4.564570427,-16.20458794,9,152,0,3.43039571803808,2.96353747361664,3.43039571803808,2.96353747361664,0.000000e+00,0.000000e+00
0,6,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,7,0,55.93499756,148.4124146,51,365,0,117.793258509592,114.086467092567,117.793258509592,114.086467092567,0.000000e+00,0.000000e+00
0,7,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,7,2,5.343640327,-16.98365784,11,150,0,3.92486561042253,3.450841196599,3.92486561042253,3.450841196599,0.000000e+00,4.440892e-16
0,7,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,8,0,61.28874207,143.05867,57,359,0,119.140477427213,115.541694485835,119.140477427213,115.541694485835,0.000000e+00,-1.421085e-14
0,8,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,8,2,5.697089195,-17.3371067,12,149,0,4.14125722752344,3.66947056593503,4.14125722752344,3.66947056593503,0.000000e+00,-4.440892e-16
0,8,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,9,0,64.50328064,139.8441315,61,355,0,119.637281824837,116.132147579427,119.637281824837,116.132147579427,-1.421085e-14,0.000000e+00
0,9,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,9,2,6.869551659,-18.50956917,16,145,0,4.79861606813156,4.35952574885804,4.79861606813156,4.35952574885804,0.000000e+00,0.000000e+00
0,9,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,10,0,70.57264709,133.774765,68,348,0,121.132731848171,117.7329694108,121.132731848171,117.7329694108,0.000000e+00,0.000000e+00
0,10,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,10,2,7.27219677,-18.91221428,17,144,0,5.07738412240569,4.63109182277009,5.07738412240569,4.63109182277009,0.000000e+00,0.000000e+00
0,10,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,11,0,75.56721497,128.7801971,74,342,0,122.231638956554,118.92424104739,122.231638956554,118.92424104739,0.000000e+00,0.000000e+00
0,11,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,11,2,7.881201744,-19.52121925,19,142,0,5.45145782450259,5.01208279508291,5.45145782450259,5.01208279508291,0.000000e+00,0.000000e+00
0,11,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,12,0,79.07984161,125.2675705,79,337,0,122.416510930756,119.219145574381,122.416510930756,119.219145574381,1.421085e-14,-1.421085e-14
0,12,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,12,2,8.939192772,-20.57921028,22,139,0,6.17878849797905,5.73221558309665,6.17878849797905,5.73221558309665,0.000000e+00,8.881784e-16
0,12,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,13,0,84.04934692,120.2980652,85,331,0,123.604270645398,120.478411397305,123.604270645398,120.478411397305,1.421085e-14,0.000000e+00
0,13,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,13,2,9.428545952,-21.06856346,24,137,0,6.46310183014902,6.02932709955705,6.46310183014902,6.02932709955705,0.000000e+00,0.000000e+00
0,13,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,14,0,88.64749908,115.699913,90,326,0,125.187058214292,122.090275235713,125.187058214292,122.090275235713,1.421085e-14,0.000000e+00
0,14,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,14,2,10.19699192,-21.83700943,27,134,0,6.94664809836275,6.52383305649596,6.94664809836275,6.52383305649596,0.000000e+00,-8.881784e-16
0,14,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,15,0,91.83006287,112.5173492,95,321,0,125.123124994248,122.127183533472,125.123124994248,122.127183533472,-1.421085e-14,0.000000e+00
0,15,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,15,2,11.10905361,-22.74907112,30,131,0,7.6018207790423,7.17538064262909,7.6018207790423,7.17538064262909,8.881784e-16,8.881784e-16
0,15,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,16,0,95.369133,108.9782791,100,316,0,125.533278916336,122.611206890062,125.533278916336,122.611206890062,0.000000e+00,0.000000e+00
0,16,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
0,16,2,11.57184887,-23.21186638,32,129,0,7.90768192924643,7.48697773759503,7.90768192924643,7.48697773759503,0.000000e+00,8.881784e-16
0,16,3,1.525878906e-05,-99.01795197,0,121,1,0,0,79.0689904145871,77.1560309690729,7.906899e+01,7.715603e+01
0,17,0,99.80725098,104.5401611,107,309,0,125.586685148127,122.780089999933,125.586685148127,122.780089999933,0.000000e+00,0.000000e+00
0,17,1,2.288818359e-05,-93.54383087,0,302,1,0,0,28.6899944069874,28.4077977406891,2.868999e+01,2.840780e+01
