seed,mlx_rmse,cpu_rmse,ratio,drift_pct,wall_secs
42,0.196232,0.1936264502915649,1.013456579431744,1.3456579431744138,1.0582639169879258
43,0.196011,0.19357117632361942,1.0126042715796777,1.2604271579677664,0.8333964999765158
44,0.195479,0.19320460496205977,1.0117719504583593,1.17719504583593,0.8466422501951456
45,0.195138,0.19250457524534795,1.0136798034607528,1.3679803460752797,0.8342294171452522
46,0.19534,0.1930570363990898,1.011825332261865,1.1825332261865038,0.8444859161973
